climate_id,dt,temp_max_celsius,temp_min_celsius,temp_mean_celsius,heat_deg_days,cool_deg_days,total_precip_mm
6158359,06/21/2021,27.4,12.7,20.1,0,2.1,4.9
6158359,06/22/2021,19.5,11.2,15.4,2.6,0,0
6158359,06/23/2021,21.4,8.4,14.9,3.1,0,0
6158359,06/24/2021,25.1,15.2,20.2,0,2.2,0
6158359,06/25/2021,22.8,16,19.4,0,1.4,13.5
6158359,06/26/2021,20.5,15.3,17.9,0.1,0,3.9
6158359,06/27/2021,22.6,16.3,19.5,0,1.5,0
6158359,06/28/2021,31.6,16.5,24.1,0,6.1,0
6158359,06/29/2021,29.2,16.5,22.9,0,4.9,13.8
6158359,06/30/2021,28.7,17.3,23,0,5,0
6158359,07/01/2021,24.3,15.9,20.1,0,2.1,0
6158359,07/02/2021,25,15.9,20.5,0,2.5,15.6
6158359,07/03/2021,22.6,15,18.8,0,0.8,0
6158359,07/04/2021,21.5,17.1,19.3,0,1.3,0
6158359,07/05/2021,26,18.4,22.2,0,4.2,0
6158359,07/06/2021,32.9,20,26.5,0,8.5,0
6158359,07/07/2021,23.5,16.5,20,0,2,5.9
6158359,07/08/2021,19,16,17.5,0.5,0,23.3
6158359,07/09/2021,20.4,17.5,19,0,1,2.4
6158359,07/10/2021,22.8,16.1,19.5,0,1.5,0
6158359,07/11/2021,20.8,18.7,19.8,0,1.8,1.3
6158359,07/12/2021,23.4,19.4,21.4,0,3.4,0
6158359,07/13/2021,24.9,20.2,22.6,0,4.6,2.2
6158359,07/14/2021,27.4,20.5,24,0,6,0
6158359,07/15/2021,26.1,19.9,23,0,5,17
6158359,07/16/2021,23.5,19.3,21.4,0,3.4,0
6158359,07/17/2021,21.7,18.9,20.3,0,2.3,3.6
6158359,07/18/2021,29.3,19.5,24.4,0,6.4,0
6158359,07/22/2021,25.3,16.8,21.1,0,3.1,0
6158359,07/23/2021,24.5,15.5,20,0,2,0
6158359,07/24/2021,23.3,18.4,20.9,0,2.9,18.7
6158359,07/25/2021,29.7,18.8,24.3,0,6.3,0
6158359,07/26/2021,29,19.1,24.1,0,6.1,0
6158359,07/27/2021,23.6,18.1,20.9,0,2.9,6.9
6158359,07/28/2021,23.4,19.1,21.3,0,3.3,0
6158359,07/29/2021,25.3,19,22.2,0,4.2,14
6158359,07/30/2021,21,15.2,18.1,0,0.1,0
6158359,07/31/2021,22.2,12.5,17.4,0.6,0,0
6158359,08/01/2021,22.2,16.6,19.4,0,1.4,0.2
6158359,08/02/2021,23.6,14.7,19.2,0,1.2,0
6158359,08/03/2021,24.9,15.5,20.2,0,2.2,0
6158359,08/04/2021,26.2,16.5,21.4,0,3.4,0
6158359,08/05/2021,26.3,17.3,21.8,0,3.8,0
6158359,08/06/2021,28.5,18.8,23.7,0,5.7,0
6158359,08/07/2021,26.6,21.2,23.9,0,5.9,1.5
6158359,08/08/2021,26.3,21.2,23.8,0,5.8,0
6158359,08/09/2021,29.6,21.6,25.6,0,7.6,0
6158359,08/10/2021,26.9,23.6,25.3,0,7.3,0.2
6158359,08/11/2021,28.6,22.6,25.6,0,7.6,1.3
6158359,08/12/2021,26.3,21.2,23.8,0,5.8,0.7
6158359,08/13/2021,26.5,21,23.8,0,5.8,0.2
6158359,08/14/2021,26,17.6,21.8,0,3.8,0
6158359,08/15/2021,23.2,15.9,19.6,0,1.6,0
6158359,08/16/2021,23.4,18.3,20.9,0,2.9,0
6158359,08/17/2021,26.6,21.8,24.2,0,6.2,0
6158359,08/18/2021,25.5,21.3,23.4,0,5.4,0.6
6158359,08/19/2021,29.1,21,25.1,0,7.1,0
6158359,08/20/2021,28,19.6,23.8,0,5.8,0
6158359,08/21/2021,27.7,22.6,25.2,0,7.2,0
6158359,08/22/2021,28.3,21.4,24.9,0,6.9,0
6158359,08/23/2021,30.7,22.6,26.7,0,8.7,0
6158359,08/24/2021,29.7,20.9,25.3,0,7.3,0
6158359,08/25/2021,28.3,22.7,25.5,0,7.5,0
6158359,08/26/2021,30.8,23.2,27,0,9,0.8
6158359,08/27/2021,25.5,22.2,23.9,0,5.9,0
6158359,08/28/2021,26.2,20.3,23.3,0,5.3,0.8
6158359,08/29/2021,29,21.8,25.4,0,7.4,0.6
6158359,08/30/2021,29.5,20.6,25.1,0,7.1,0.4
6158359,08/31/2021,26.2,18.7,22.5,0,4.5,0
6158359,09/02/2021,21.7,13.8,17.8,0.2,0,0
6158359,09/03/2021,21.2,14.2,17.7,0.3,0,0
6158359,09/04/2021,23.8,14.5,19.2,0,1.2,1.8
6158359,09/05/2021,27,18.8,22.9,0,4.9,0.5
6158359,09/06/2021,24.3,14.9,19.6,0,1.6,5.2
6158359,09/07/2021,25.2,14.2,19.7,0,1.7,24.2
6158359,09/08/2021,25.8,17.4,21.6,0,3.6,15.6
6158359,09/09/2021,22.6,15,18.8,0,0.8,0
6158359,09/10/2021,23,13.6,18.3,0,0.3,0
6158359,09/11/2021,23.6,13.7,18.7,0,0.7,0
6158359,09/12/2021,24.1,15.3,19.7,0,1.7,3.3
6158359,09/13/2021,20.5,13.5,17,1,0,0
6158359,09/14/2021,23.6,15,19.3,0,1.3,14.2
6158359,09/15/2021,23.1,14.8,19,0,1,0
6158359,09/16/2021,21.1,14.9,18,0,0,0
6158359,09/17/2021,24.2,16.9,20.6,0,2.6,0
6158359,09/18/2021,24.5,15.8,20.2,0,2.2,0
6158359,09/19/2021,20.9,14.9,17.9,0.1,0,0
6158359,09/20/2021,21.8,16.3,19.1,0,1.1,0
6158359,09/21/2021,24.2,19.7,22,0,4,4.8
6158359,09/22/2021,20.2,13.6,16.9,1.1,0,39
6158359,09/23/2021,19.5,13.7,16.6,1.4,0,3.1
6158359,09/24/2021,17.7,11.9,14.8,3.2,0,0
6158359,09/25/2021,21,11.8,16.4,1.6,0,1.5
6158359,09/26/2021,20.4,11.1,15.8,2.2,0,3.2
6158359,09/27/2021,23.3,14.5,18.9,0,0.9,0.7
6158359,09/28/2021,18.2,11.8,15,3,0,0
6158359,09/29/2021,21,11.4,16.2,1.8,0,0
6158359,10/01/2021,18,9.5,13.8,4.2,0,0
6158359,10/02/2021,21.7,13.2,17.5,0.5,0,0
6158359,10/03/2021,18.1,15.4,16.8,1.2,0,14.2
6158359,10/04/2021,15.8,14.5,15.2,2.8,0,5.2
6158359,10/05/2021,18,14.9,16.5,1.5,0,0
6158359,10/06/2021,18,15.5,16.8,1.2,0,0
6158359,10/07/2021,19.1,15.6,17.4,0.6,0,0
6158359,10/08/2021,19.5,16.6,18.1,0,0.1,0
6158359,10/09/2021,20,17.3,18.7,0,0.7,2.9
6158359,10/10/2021,19.9,17,18.5,0,0.5,5.4
6158359,10/11/2021,20.5,16.8,18.7,0,0.7,0
6158359,10/12/2021,20.7,17.4,19.1,0,1.1,0
6158359,10/13/2021,20.3,15.8,18.1,0,0.1,0
6158359,10/14/2021,20.3,14.5,17.4,0.6,0,0.9
6158359,10/15/2021,19.7,15.4,17.6,0.4,0,17.2
6158359,10/16/2021,15.8,11.1,13.5,4.5,0,1.8
6158359,10/17/2021,15.9,10,13,5,0,0
6158359,10/18/2021,14.3,7.3,10.8,7.2,0,0
6158359,10/19/2021,21,7,14,4,0,0
6158359,10/20/2021,18,13.1,15.6,2.4,0,0.2
6158359,10/21/2021,17.5,9.5,13.5,4.5,0,3.4
6158359,10/22/2021,10.2,5.5,7.9,10.1,0,0
6158359,10/23/2021,10.2,4.6,7.4,10.6,0,0
6158359,10/24/2021,11.8,4.7,8.3,9.7,0,2.5
6158359,10/25/2021,9.9,5.8,7.9,10.1,0,15.3
6158359,10/26/2021,9.9,5.7,7.8,10.2,0,8.1
6158359,10/27/2021,14.7,8.1,11.4,6.6,0,0
6158359,10/28/2021,11,8.1,9.6,8.4,0,0
6158359,10/29/2021,13.3,9.1,11.2,6.8,0,16.2
6158359,10/30/2021,10.5,8.4,9.5,8.5,0,10.8
6158359,10/31/2021,16.3,8.4,12.4,5.6,0,0
